,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21
1,0.24558156675437925,0.024232336450509245,0.0375485719530246,-0.4040864151813221,-0.037943899259623735,0.08780592057233555,0.13573733058072193,0.3940339586912579,-0.12531543742525436,0.21146111696580494,0.23737488261191342,-0.32682117837372976,-0.37218256175651426,0.03103539611791752,-0.05386291213231888,-0.47370037592172914,-0.017701927919729712,-0.0031907528341425695,-0.029716491018264717,0.0028557221963837393,2.0869519967578324e-16
2,0.11710680284455043,0.22804053530044158,0.1339786008258266,0.3692909410188949,-0.063785030310177,0.23402099379069177,0.18572068291661253,-0.3762829748417068,-0.6216391556418223,0.11874086879157467,0.33971314320034723,-0.1532224499507965,-0.0003115539044407792,-0.0008429728554072467,0.058303120992119095,0.044397651351541605,-0.0026900676283181284,0.010648137323053936,-0.011275375380802425,0.002510487924603803,-4.886023092341472e-18
3,0.23057452050809904,0.2614652463658126,0.15016878423150248,0.2011529756545182,0.021214081741039063,0.020435965633751836,-0.4017480178126857,0.10318297961580121,0.210076720923412,0.2792442230023435,0.17630618575992268,0.2710318680272786,-0.10805889883830641,-0.008272389280747318,0.10496018979204944,-0.005637185106957894,0.027139385279907776,0.012908463738473375,-0.04488504881737167,0.6246432101725119,-1.7742068244930662e-16
4,0.30472989979396037,-0.12856453155892297,0.16591123820300147,-0.08341590149410807,0.02872433584418142,0.10716208747498981,0.04511118774595031,-0.16166887709874833,0.040272089236462805,-0.3043664451646874,-0.05476781526669522,0.13831850454606423,0.18808698396634646,0.19368211028510413,0.4193348618725999,-0.30521285252006375,0.3078055392945429,-0.32939061190256425,-0.3922864950291533,-0.015360707879363637,2.1788679646601172e-16
5,0.06136304781052025,0.16553001232245906,-0.07674164343576066,0.04488865998368778,0.7731808143363987,-0.0324652940985939,0.23568792321221807,-0.08223060539574681,0.010502001599933,-0.13504286304979304,-0.08871938668258911,0.1343001377122964,-0.4722991894472037,-0.12701364980349458,0.0008001961745501971,0.09173338447471757,0.04155813846141394,-0.055551438652097565,-0.054220160485400654,-0.011612362292548563,2.113049997767272e-17
6,0.16568319476402338,0.17464471789872002,0.1301244027469659,0.14526935721568757,-0.16738133947828715,-0.5777705331960239,0.32346092599708126,-0.2773665458426926,0.24336338251880768,0.3284171633660406,-0.2998841931242811,-0.26315861635266763,-0.07159823972585135,-0.005064816020997238,0.13880073230567658,-0.09771104830443662,0.018287632458748967,-0.006276929986768089,0.003494133379269194,-0.0007919971960118049,1.1847081510278885e-16
7,0.290602711494323,-0.05217770488026019,0.1369808576043919,-0.21776490273708926,0.13356743407889282,0.14946885228815615,0.025139050117135343,-0.18770817219068955,0.03295159130429208,0.31346970689654763,-0.11675937678515641,0.03079650000220845,0.30070288792915123,-0.2119611067096931,-0.6464300692901498,0.09012752901566573,0.21453495148182802,-0.16141935437531546,-0.15244119052683058,-0.00040187415080228904,2.4095445504418764e-16
8,0.11817209964085909,-0.41063595706679534,0.2699287734040404,0.26124328622944104,-0.09539222978543162,-0.0153305579066262,-0.09088678408699796,0.09179587223536807,-0.06008791350887723,-0.10042185710480805,-0.11295898132744728,-0.06677289982060734,-0.26225327991603403,-0.20347043770396891,-0.06613927368442504,0.05634682460036253,0.00015175810336443246,-0.033182879923142776,-0.023171067292900173,-0.002102821726440796,0.7071067811865476
9,0.055298211507142245,-0.22334457825968393,-0.14432314422835285,-0.32390830281655697,0.18676813950087798,-0.49421298351923615,-0.5037383255767934,-0.3007200009646856,-0.29513146758659,0.03792539349905208,0.22103245292722373,-0.12578331689570887,0.01683680451927368,-0.1421144293760988,0.13129996320463203,0.03857190544098298,-0.04580037790976765,-0.05860782993936751,-0.0049109015934413955,0.004252139016378244,1.1216129293771889e-17
10,0.11222460852802385,-0.13170729843461984,-0.5825074710236997,0.18066095779773697,-0.042986696892126884,0.18533659493956386,-0.13105451056755504,-0.04912410613343881,0.0222833416817817,0.16175196708452447,-0.1646925090048003,-0.18545913431002176,-0.10079798276825101,-0.045805910396016544,0.08595176379802183,-0.016741876324708724,0.45300279373060465,0.41954554278795486,-0.2296567371990559,-0.015554311824032422,4.265147781258046e-16
11,0.2460061144493777,-0.04065042111001646,-0.25050429940355945,0.12762747833673294,-0.08883515011461572,-0.2316730995576698,0.3384114777612815,0.18961799326126108,0.14176976701187508,-0.19344139812462968,0.4699468506313415,0.17134932448971016,0.23480864189637302,-0.5304248328412604,0.020873468052425553,-0.012078690006470518,0.011415811245102821,0.03817473724737411,-0.018981156778165403,0.0013959409900468204,-1.533662630360582e-17
12,0.2315348898242657,-0.1340304870279841,-0.4534968736460186,0.18457526255010342,-0.05943124883174035,0.06414008309697408,-0.001449901784196579,0.002327042886716755,0.04348140176764967,0.08208073251044967,0.003611044890751962,-0.04287567433558626,-0.08774596359569278,0.22503168479985772,-0.0505578953394354,0.06094328740003174,0.000783635941478905,-0.6434157902511641,0.4373384706004281,0.026626470951014322,-4.0417095966993817e-16
13,0.30457623008441875,-0.052074027157251554,-0.023954701840487206,-7.882988552565215e-06,-0.1200999363426457,-0.29135204210797255,0.07332735541255679,-0.020999461546633402,-0.011708076752650185,-0.24498133048058862,0.21554534953347476,0.16534351138639253,-0.16654779581914902,0.6052318902985714,-0.36440792442605685,0.21871308195556513,0.024746670344475075,0.25915535774930964,-0.14903915743566531,-0.014483509357645865,4.9418275566191183e-17
14,0.17146269624675828,0.36977028021827657,-0.024263899414793122,0.09692375093608895,0.05147489900569368,-0.006345501968989151,-0.21892080802837047,0.05951033401572441,0.047347589006981286,-0.5545903103674038,-0.14415714358685963,-0.5742971840686972,0.15832062754597018,-0.07612167299112547,-0.19596079010895615,-0.03657929594369436,-0.04713380297407539,-0.021809414887632748,0.017500136166314458,0.18898928908567889,-6.972102022567106e-17
15,0.2952878864599873,-0.1852594152623976,-0.18088697005663432,0.06831215425011472,0.11604326054822192,0.19886665025622202,0.007662645877027562,-0.15012986668720846,0.10608247136776974,0.09206367575139518,-0.11851626669096925,-0.00599934753373099,0.11792715040934965,0.04440302088886277,0.05247372169230014,-0.11885821386633437,-0.7897515622009394,0.1429858054961471,-0.23394200771524049,-0.0058173056361949015,-1.1270979261653098e-16
16,0.3093209928758731,-0.14549945162448596,0.16595024439886902,-0.0854719901555981,0.15926921611398578,0.10071399262816258,0.024650414660386758,-0.16766007651219036,0.025741414139478083,-0.0950126187482782,-0.07140238547850629,0.0989464534023185,0.1480503104377751,0.032729634924781224,0.09069875429632147,-0.2163243053395887,0.11809664021848158,0.41879435678316435,0.7010646480184615,0.02568015105097561,-3.306831399549802e-16
17,0.233826391537744,0.30391138588830374,0.11715050390852272,0.1915434343542875,0.028741477318834047,0.015484827780855793,-0.39014256246578505,0.10378246205844012,0.18019089726033422,0.10340398240173876,0.1152861049603121,0.07595816777487713,-0.03574434330506431,-0.02777150563632066,0.03529472720470189,-0.022295894312585992,0.004201871181897421,-0.010231220695742768,0.024231479747075096,-0.7561608160202842,3.1050644488022694e-16
18,0.21783352725386604,0.1787573369997675,-0.1129219159860963,0.01647540796122013,-0.03683537388398949,-0.21633064586549244,-0.008273292403830887,0.40513433124181053,-0.5711256091680403,0.03082661360535428,-0.48759793283116815,0.3191797642480573,0.15243540422609014,-0.03880301479914119,0.031901710260232294,-0.02728101022329591,-0.043169161269576525,0.008121510359856284,-0.0037803018235287303,0.001808633348676504,-6.305531361208787e-17
19,0.11817209964085908,-0.41063595706679523,0.2699287734040404,0.26124328622944104,-0.09539222978543137,-0.015330557906626338,-0.09088678408699821,0.09179587223536811,-0.06008791350887731,-0.10042185710480771,-0.1129589813274472,-0.06677289982060741,-0.2622532799160342,-0.2034704377039691,-0.06613927368442525,0.05634682460036215,0.0001517581033650845,-0.033182879923142415,-0.023171067292901196,-0.0021028217264417674,-0.7071067811865475
20,-0.11244159477796783,-0.24183238875542376,0.11795867919844466,0.3316988919534222,0.47427380879441355,-0.16110469439200842,0.045345595208666614,0.3732958444643578,-0.016760450120976978,0.22589385172512788,0.15082061442534256,-0.2688335691297108,0.41255308186928724,0.29297805101082786,0.026932689736993125,-0.030763459611085262,0.07938520467217244,0.0230228449998003,-0.041591658585250615,0.006483604875722545,-1.3982769537503395e-17
21,0.294560082536177,0.008471901964725661,0.11351748666483708,-0.2993648615246114,-0.013153366013387716,0.1547439678590131,0.11207442006936034,0.18136033130461135,0.04057380715839445,0.08076406958358301,-0.013923480976937528,-0.22726953368178912,0.04045075376448581,-0.005319938173739734,0.38493210119562293,0.7280810574654237,-0.0002796066838304922,0.027601330457565965,0.0189731362972571,-0.003242527640351634,-2.38252110067868e-16
